account_status,subscription_tier,mrr,auto_renew_enabled,seats_purchased,seats_active,risk_flag,integration_count,api_calls_enabled,sso_enabled,white_label_enabled,internal_notes_count,days_since_creation,days_since_last_activity,days_since_contract_end,num_users,num_active_users,num_deactivated_users,num_admins,num_members,num_viewers,total_logins_30d,avg_logins_30d,total_logins_90d,avg_logins_90d,total_sessions_30d,avg_sessions_30d,total_reports_30d,avg_reports_30d,total_dashboards_created,avg_dashboards_created,total_dashboards_shared,avg_dashboards_shared,total_exports_30d,avg_exports_30d,avg_feature_usage_score,min_feature_usage_score,max_feature_usage_score,avg_session_duration_minutes,num_api_key_active,num_mobile_users,num_onboarding_completed,num_certification_earned,num_beta_features_enabled,n_distinct_browsers,n_distinct_os,n_distinct_languages,num_chrome,num_edge,num_firefox,num_safari,num_android,num_ios,num_linux,num_macos,num_windows,num_lang_de,num_lang_en,num_lang_es,num_lang_fr,total_notification_pref,avg_notification_pref,tz_nunique,tz_std,avg_profile_completeness_pct,days_since_latest_login,days_since_earliest_login,days_since_latest_user_creation,days_since_earliest_user_creation,num_tickets,num_ticket_creators,num_distinct_agents,max_priority,min_priority,avg_priority,max_sentiment,min_sentiment,avg_sentiment,num_billing,num_bug,num_cancellation,num_feature_request,num_technical,rate_billing,rate_bug,rate_cancellation,rate_feature_request,rate_technical,max_resolution_hours,avg_resolution_hours,total_resolution_hours,num_csat_responses,csat_response_rate,num_low_csat,num_high_csat,total_escalated,rate_escalated,total_sla_breach,total_cancellation_requested,rate_cancellation_requested,total_retention_offer_made,total_account_pause_requested,total_downgrade_requested,total_reopened,max_reopened,num_cancellation_reasons,num_competitor_mentions,num_chat,num_email,num_phone,num_self_service,rate_chat,rate_email,rate_phone,rate_self_service,total_interactions,avg_interactions,num_internal_cat_a,num_internal_cat_b,num_internal_cat_c,total_kb_articles,avg_kb_articles,days_since_latest_ticket_creation,days_since_earliest_ticket_creation,days_since_latest_resolution,days_since_earliest_resolution,n_tickets_30d,n_tickets_90d,health_score_band,region_APAC,region_EU,region_LATAM,region_NA,billing_cycle_annual,billing_cycle_monthly,billing_cycle_quarterly,payment_method_credit_card,payment_method_invoice,payment_method_paypal,provisioning_method_partner,provisioning_method_sales_led,provisioning_method_self_serve
1,3,192.50569096258872,1,11,2,0,0,1,0,0,4,1036,72,671,2,1,1,1,1,0,3,1.5,8,4.0,2,1.0,12,6.0,3,1.5,0,0.0,8,4.0,38.403831401259154,36.94614897486128,39.861513827657035,19.424871706140618,0,0,2,0,0,2,2,2,1,1,0,0,0,0,1,1,0,1,0,0,1,4,2.0,2,7.0710678118654755,61.74466294245707,25,58,968,1017,4.0,4.0,4.0,3.0,2.0,2.5,2.0,0.0,0.75,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.5,0.0,0.5,47.754138410578264,36.483542958572734,145.93417183429094,1.0,0.25,0.0,1.0,1.0,0.25,4.0,2.0,0.5,2.0,1.0,1.0,6.0,3.0,2.0,1.0,1.0,2.0,0.0,1.0,0.25,0.5,0.0,0.25,15.0,3.75,2.0,2.0,0.0,8.0,2.0,261.0,989.0,259.0,987.0,0.0,0.0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
0,4,1096.1598446389862,1,67,42,0,5,0,0,0,1,906,23,176,2,1,1,1,0,1,13,6.5,32,16.0,7,3.5,14,7.0,8,4.0,2,1.0,5,2.5,48.55243024833375,42.640348614188454,54.46451188247904,49.39791807714967,0,1,2,0,0,2,1,1,0,0,1,1,0,2,0,0,0,2,0,0,0,0,0.0,2,3.5355339059327378,66.01364672653897,17,105,830,841,2.0,2.0,2.0,1.0,1.0,1.0,3.0,3.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.5,0.5,12.449909894538909,12.251855903303383,24.503711806606766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,15.0,7.5,1.0,0.0,1.0,0.0,0.0,717.0,788.0,716.0,787.0,0.0,0.0,1,1,0,0,0,0,1,0,1,0,0,1,0,0
0,3,190.1638346673973,1,45,40,0,1,1,0,0,0,650,60,-80,5,5,0,1,1,3,49,9.8,158,31.6,38,7.6,40,8.0,28,5.6,10,2.0,39,7.8,91.91713263727235,54.84078220752197,111.62184476587667,44.590847142292645,2,1,5,0,3,3,3,3,1,0,2,2,1,3,0,1,0,2,0,1,2,2,0.4,3,4.54972526643093,72.52376857385316,3,24,565,624,3.0,3.0,3.0,2.0,0.0,1.0,3.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,18.682215806236883,16.70235273330373,50.10705819991119,1.0,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,11.0,3.6666666666666665,0.0,2.0,1.0,7.0,2.3333333333333335,76.0,531.0,75.0,530.0,0.0,1.0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
0,2,56.91031508272671,1,7,3,0,4,1,0,0,4,621,27,256,2,2,0,1,1,0,1,0.5,3,1.5,1,0.5,11,5.5,5,2.5,1,0.5,11,5.5,44.61891689043749,43.03264651579012,46.20518726508487,22.82294898424275,0,1,2,0,0,2,2,2,0,1,0,1,0,0,1,0,1,0,0,1,1,2,1.0,2,7.0710678118654755,50.50007320327849,14,65,565,580,4.0,4.0,4.0,2.0,0.0,1.0,2.0,1.0,1.75,0.0,2.0,0.0,1.0,1.0,0.0,0.5,0.0,0.25,0.25,27.613092578308457,22.692286442311342,90.76914576924537,0.0,0.0,0.0,0.0,1.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.25,0.0,0.0,0.75,27.0,6.75,1.0,1.0,2.0,12.0,3.0,15.0,466.0,14.0,465.0,1.0,2.0,1,1,0,0,0,0,1,0,1,0,0,0,0,1
0,2,43.2470019619664,0,6,3,0,3,0,0,0,0,63,10,-667,1,1,0,1,0,0,9,9.0,26,26.0,7,7.0,12,12.0,6,6.0,2,2.0,4,4.0,92.862144756606,92.862144756606,92.862144756606,40.11407768541528,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1.0,1,0.0,57.52968852337491,8,8,-16,-16,7.0,7.0,7.0,2.0,0.0,0.7142857142857143,3.0,1.0,2.142857142857143,3.0,1.0,0.0,1.0,2.0,0.42857142857142855,0.14285714285714285,0.0,0.14285714285714285,0.2857142857142857,33.068262951285924,20.105757544339017,140.74030281037312,3.0,0.42857142857142855,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.0,2.0,0.7142857142857143,0.0,0.0,0.2857142857142857,24.0,3.4285714285714284,0.0,4.0,3.0,21.0,3.0,6.0,44.0,5.0,43.0,4.0,7.0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
0,2,56.260801726812645,1,2,1,0,7,0,0,0,2,1043,18,313,3,3,0,1,1,1,6,2.0,17,5.666666666666667,3,1.0,18,6.0,12,4.0,2,0.6666666666666666,17,5.666666666666667,61.087609166936424,48.26896763401532,72.80057249466229,32.12975977844392,1,0,3,0,1,2,3,3,1,0,0,2,0,1,0,1,1,0,1,1,1,5,1.6666666666666667,3,8.082903768654761,60.11435320737644,18,88,979,1036,12.0,12.0,9.0,3.0,2.0,2.25,2.0,0.0,0.8333333333333334,1.0,6.0,0.0,2.0,3.0,0.08333333333333333,0.5,0.0,0.16666666666666666,0.25,59.371119088756544,37.33372553676343,448.0047064411612,7.0,0.5833333333333334,4.0,3.0,5.0,0.4166666666666667,12.0,0.0,0.0,0.0,0.0,0.0,16.0,2.0,0.0,0.0,1.0,4.0,3.0,4.0,0.08333333333333333,0.3333333333333333,0.25,0.3333333333333333,52.0,4.333333333333333,4.0,3.0,5.0,29.0,2.4166666666666665,16.0,895.0,14.0,893.0,1.0,2.0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
0,3,183.85667123200875,1,16,12,0,3,0,0,0,2,690,29,325,2,2,0,1,1,0,19,9.5,62,31.0,14,7.0,16,8.0,10,5.0,3,1.5,10,5.0,79.56878086987138,64.37231797956545,94.76524376017731,43.45440929995524,0,0,2,0,2,1,2,1,0,2,0,0,1,1,0,0,0,0,2,0,0,2,1.0,2,15.556349186104045,67.75288635928754,15,20,652,660,3.0,3.0,3.0,1.0,0.0,0.6666666666666666,3.0,1.0,2.3333333333333335,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.507546937373174,21.90699922331315,65.72099766993945,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,3.3333333333333335,0.0,1.0,2.0,5.0,1.6666666666666667,125.0,352.0,123.0,350.0,0.0,0.0,1,0,1,0,0,0,1,0,1,0,0,0,0,1
0,3,224.30452981360153,1,38,28,0,3,0,0,0,2,238,11,-492,2,2,0,1,1,0,44,22.0,135,67.5,41,20.5,22,11.0,13,6.5,5,2.5,14,7.0,84.03051132202124,64.99804680851992,103.06297583552256,29.55179707862361,1,0,2,0,0,1,2,1,2,0,0,0,1,0,0,0,1,0,2,0,0,4,2.0,2,6.363961030678928,91.91200606034421,7,19,226,235,1.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,27.562644985205814,27.562644985205814,27.562644985205814,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,7.0,1.0,0.0,0.0,3.0,3.0,178.0,178.0,176.0,176.0,0.0,0.0,1,0,1,0,0,0,1,0,1,0,0,0,0,1
0,4,1064.8511411556758,1,160,74,0,4,0,0,0,1,646,4,281,4,4,0,1,3,0,89,22.25,275,68.75,89,22.25,36,9.0,24,6.0,9,2.25,31,7.75,75.35890785101918,58.061012156207674,90.95784492391223,38.635075348696,0,2,4,1,1,2,4,2,1,0,3,0,1,1,1,1,0,1,0,0,3,6,1.5,4,4.795831523312719,73.91544218818171,2,13,585,642,5.0,5.0,5.0,3.0,2.0,2.2,2.0,1.0,1.2,1.0,3.0,0.0,0.0,1.0,0.2,0.6,0.0,0.0,0.2,50.45848855116687,43.541088851523874,217.70544425761938,3.0,0.6,3.0,0.0,3.0,0.6,5.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,2.0,2.0,1.0,0.0,0.4,0.4,0.2,0.0,26.0,5.2,2.0,2.0,1.0,11.0,2.2,252.0,612.0,250.0,610.0,0.0,0.0,1,1,0,0,0,0,1,0,1,0,0,0,0,1
0,1,0.0,1,9,3,0,2,1,0,0,2,178,12,-187,3,3,0,1,2,0,27,9.0,77,25.666666666666668,18,6.0,15,5.0,10,3.3333333333333335,3,1.0,20,6.666666666666667,70.32019264093259,40.72594668653863,93.979562007367,22.929215757289324,2,0,3,0,2,2,3,2,1,0,2,0,1,1,0,1,0,0,1,2,0,2,0.6666666666666666,3,10.583005244258363,42.220458143922116,5,20,129,168,3.0,3.0,3.0,2.0,1.0,1.3333333333333333,2.0,1.0,1.6666666666666667,1.0,2.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,21.331931056921135,20.25727053287041,60.77181159861124,2.0,0.6666666666666666,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.3333333333333333,0.6666666666666666,18.0,6.0,0.0,1.0,2.0,5.0,1.6666666666666667,11.0,124.0,10.0,123.0,1.0,2.0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
0,4,1029.0065170056075,1,107,89,0,2,1,0,0,1,528,19,163,3,3,0,1,2,0,51,17.0,151,50.333333333333336,48,16.0,26,8.666666666666666,12,4.0,3,1.0,10,3.3333333333333335,86.60928104601284,77.36924550838181,92.77608994164372,32.217912485813095,2,0,3,0,1,3,2,2,1,1,1,0,2,0,0,0,1,0,1,0,2,2,0.6666666666666666,3,11.67618659209133,46.71658609115378,5,17,451,522,8.0,8.0,7.0,3.0,2.0,2.125,2.0,1.0,1.375,2.0,1.0,0.0,4.0,1.0,0.25,0.125,0.0,0.5,0.125,43.68592151630363,32.843276355517915,262.7462108441433,2.0,0.25,1.0,1.0,2.0,0.25,8.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,2.0,4.0,0.0,2.0,0.25,0.5,0.0,0.25,51.0,6.375,1.0,4.0,3.0,13.0,1.625,13.0,526.0,11.0,524.0,2.0,3.0,1,0,0,0,1,0,1,0,1,0,0,0,0,1
0,2,45.282149221858695,1,2,1,0,2,0,0,0,4,1084,9,719,3,3,0,1,0,2,29,9.666666666666666,83,27.666666666666668,27,9.0,12,4.0,7,2.3333333333333335,0,0.0,10,3.3333333333333335,28.9275906298701,26.21008185985411,31.476648935263068,10.881034550164363,0,1,3,0,0,2,1,3,1,0,0,2,3,0,0,0,0,1,1,0,1,4,1.3333333333333333,3,9.71253485622231,65.32959254791467,12,21,1029,1079,4.0,4.0,3.0,1.0,1.0,1.0,2.0,1.0,1.5,1.0,0.0,0.0,1.0,2.0,0.25,0.0,0.0,0.25,0.5,27.760252881678316,26.055564212887155,104.22225685154862,2.0,0.5,1.0,1.0,2.0,0.5,4.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.5,0.5,0.0,0.0,33.0,8.25,1.0,1.0,2.0,10.0,2.5,37.0,812.0,35.0,810.0,0.0,2.0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
0,3,175.35663810668152,0,23,12,0,0,0,0,0,1,771,12,41,2,2,0,1,0,1,28,14.0,88,44.0,27,13.5,13,6.5,6,3.0,0,0.0,11,5.5,39.98261801522468,35.686293541519554,44.27894248892981,18.937111208188625,0,0,2,0,0,2,2,1,1,1,0,0,0,1,0,0,1,0,0,0,2,3,1.5,2,4.949747468305833,58.471340499770804,6,36,720,732,9.0,9.0,7.0,2.0,0.0,0.8888888888888888,2.0,1.0,1.5555555555555556,1.0,5.0,0.0,3.0,0.0,0.1111111111111111,0.5555555555555556,0.0,0.3333333333333333,0.0,34.66129357333164,24.6892329468521,222.20309652166893,2.0,0.2222222222222222,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,2.0,1.0,1.0,5.0,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.5555555555555556,51.0,5.666666666666667,2.0,5.0,2.0,19.0,2.111111111111111,127.0,683.0,126.0,681.0,0.0,0.0,1,0,0,1,0,1,0,0,1,0,0,0,0,1
