account_id,account_uuid,org_id,created_timestamp,last_activity_timestamp,account_status,status_change_date,subscription_tier,mrr,billing_cycle,payment_method,auto_renew_enabled,seats_purchased,seats_active,contract_end_date,account_health_score,risk_flag,region,account_manager_id,integration_count,api_calls_enabled,sso_enabled,white_label_enabled,data_residency_region,provisioning_method,internal_notes_count
ACC000060,,ORG01129,2022-05-27,2024-12-22,active,2023-09-09,starter,40.50817972184466,annual,credit_card,True,9,5,2024-05-26,88.45083049064614,False,NA,AM44,0,True,True,False,NA,sales_led,3
ACC000061,,ORG03325,2022-12-17,2024-12-28,active,2023-04-20,free,0.0,quarterly,credit_card,True,9,6,2023-12-17,74.75880528421663,False,APAC,AM4,2,True,True,False,APAC,self_serve,2
ACC000062,,ORG00253,2024-12-29,2024-10-14,active,2025-04-29,professional,231.0178836978487,monthly,invoice,True,26,7,2025-12-29,75.93138223911481,False,LATAM,AM8,2,False,False,False,LATAM,self_serve,1
ACC000063,,ORG02563,2023-05-17,2024-10-24,active,2024-06-25,starter,57.011234832349096,annual,credit_card,True,4,1,2024-05-16,88.08302907010912,False,APAC,AM36,7,False,False,False,APAC,self_serve,1
ACC000064,,ORG01055,2022-12-01,2024-12-24,active,2023-06-30,free,0.0,annual,invoice,True,1,1,2024-11-30,60.95424876710403,False,APAC,AM5,0,True,True,False,APAC,self_serve,1
ACC000065,,ORG01585,2024-08-04,2024-12-08,active,2025-03-29,professional,219.84411963526,annual,credit_card,True,33,17,2026-08-04,98.10021636106165,False,APAC,AM48,1,False,False,False,APAC,sales_led,3
ACC000066,,ORG03337,2024-02-17,2024-12-16,active,2024-04-16,professional,168.84995771666752,monthly,credit_card,True,40,28,2025-02-16,97.12821241513468,False,APAC,AM24,3,True,False,True,APAC,partner,1
ACC000067,,ORG00120,2023-07-07,2024-12-12,active,2024-02-15,starter,46.4271484844391,monthly,invoice,True,8,6,2024-07-06,75.93808643166666,False,APAC,AM36,5,True,False,False,APAC,sales_led,1
ACC000068,,ORG02273,2023-03-26,2024-12-03,churned,2024-12-25,starter,54.00577857540847,monthly,credit_card,False,4,1,2024-03-25,2.350776414954967,True,NA,AM37,0,False,False,False,NA,self_serve,1
ACC000069,df4504a9-4e93-435a-95c4-b07c9d4b09a5,ORG01147,2023-10-27,2024-12-22,active,2025-01-19,enterprise,1000.7561790370124,monthly,paypal,False,188,156,2024-10-26,82.65803041405894,False,EU,AM7,4,True,True,False,EU,sales_led,2
ACC000070,,ORG00923,2022-04-25,2024-12-07,active,2023-08-22,starter,54.47840858392312,annual,invoice,True,2,2,2023-04-25,88.12153603787118,False,NA,AM13,3,False,False,False,NA,self_serve,1
ACC000071,4aa19508-ed6f-4be8-a5b1-2772fa812ea2,ORG00621,2023-04-15,2024-12-21,active,2024-03-26,enterprise,963.0743886008414,monthly,credit_card,True,79,28,2024-04-14,96.30758293752999,False,EU,AM26,4,False,False,False,EU,self_serve,3
ACC000072,,ORG01399,2022-03-07,2024-11-07,churned,2024-12-20,starter,42.43084647174348,monthly,credit_card,False,5,1,2024-12-19,34.015115070371166,True,EU,AM35,0,True,False,False,EU,sales_led,2
ACC000073,,ORG01609,2023-10-09,2024-12-18,active,2024-02-24,starter,43.26449307142843,annual,credit_card,True,7,1,2024-10-08,77.2257154969215,False,LATAM,AM10,0,False,False,False,LATAM,self_serve,3
ACC000074,,ORG02690,2024-04-01,2024-12-30,active,2024-11-07,professional,162.7529591499905,monthly,credit_card,False,35,29,2026-04-01,93.54083554772328,False,APAC,AM38,0,False,False,False,APAC,self_serve,3
ACC000075,4265235e-f54a-4929-9a99-b3a5ee6d4376,ORG00562,2023-07-03,2024-12-18,active,2024-07-02,starter,39.723670436699926,monthly,credit_card,True,6,5,2024-07-02,60.933280008804495,False,EU,AM26,6,True,False,False,EU,sales_led,2
ACC000076,,ORG00359,2022-05-16,2024-10-11,active,2022-07-10,starter,51.7217858196193,quarterly,credit_card,True,6,1,2023-05-16,70.2241447786032,False,APAC,AM30,1,False,True,False,APAC,sales_led,0
ACC000077,,ORG02989,2023-03-09,2024-12-07,churned,2024-12-02,professional,212.97951649188252,monthly,credit_card,True,7,1,2024-12-25,9.555963575387207,True,APAC,AM1,3,True,False,False,APAC,self_serve,4
ACC000078,,ORG01565,2023-10-07,2024-12-08,active,2024-05-23,starter,48.25331780814118,monthly,credit_card,True,1,1,2024-10-06,95.89570157774435,False,NA,AM30,1,True,False,False,NA,self_serve,3
ACC000079,7a8068b8-5b8d-4f70-a931-7326173b68b6,ORG02132,2023-03-12,2024-12-25,active,2023-08-13,starter,45.935691218232854,monthly,credit_card,True,8,4,2025-03-11,82.583855744423,False,EU,AM18,1,True,True,False,EU,sales_led,4
ACC000080,c75ff574-0096-42b8-8ea1-71b033b470a3,ORG02777,2024-10-19,2024-12-15,active,2026-01-18,starter,47.027099975743546,monthly,credit_card,True,9,3,2026-10-19,61.614490652152625,False,EU,AM12,0,True,False,False,EU,self_serve,3
ACC000081,,ORG02508,2024-03-21,2024-12-22,active,2025-07-23,starter,43.01031025182319,annual,credit_card,False,8,4,2025-03-21,76.68513985101065,False,NA,AM8,2,False,False,False,NA,self_serve,2
ACC000082,,ORG02562,2024-07-28,2024-10-07,active,2025-07-18,starter,39.940383331555516,monthly,paypal,True,2,1,2025-07-28,93.01027399946955,False,NA,AM22,6,True,False,False,NA,self_serve,0
ACC000083,,ORG02811,2022-10-20,2024-10-14,churned,2024-12-05,professional,179.14821635133583,annual,credit_card,False,9,2,2023-10-20,11.526327714371414,True,EU,AM16,0,True,False,False,EU,self_serve,1
ACC000084,7ada97a1-657b-4add-b528-233b606ab51c,ORG00931,2023-06-27,2024-12-11,active,2024-07-30,starter,53.09835225921784,annual,credit_card,False,6,4,2025-06-26,71.80713848482081,False,EU,AM5,5,True,False,False,EU,sales_led,2
ACC000085,,ORG01709,2022-10-13,2024-12-15,active,2023-07-15,starter,41.875019216622135,annual,paypal,False,4,1,2023-10-13,95.77136685005604,False,APAC,AM39,4,False,False,False,APAC,sales_led,4
ACC000086,,ORG00984,2023-05-21,2024-12-12,active,2024-09-04,starter,52.33779320921042,annual,invoice,False,2,1,2024-05-20,62.5925845823967,False,LATAM,AM16,2,False,False,False,LATAM,sales_led,4
ACC000087,109f5f59-a934-43e4-9ce9-6259654ab33b,ORG02346,2023-06-23,2024-12-21,active,2024-09-03,professional,196.15394550105063,monthly,credit_card,True,15,6,2025-06-22,99.84462140107988,False,EU,AM41,3,True,False,False,EU,self_serve,1
ACC000088,ce5748e2-9dd7-46b9-a7e1-7fd7b884848d,ORG00625,2024-05-27,2024-12-19,active,2024-10-29,enterprise,983.558256400135,annual,credit_card,True,36,32,2025-05-27,72.38994047483496,False,EU,AM26,2,False,False,False,EU,sales_led,3
ACC000089,,ORG01746,2024-03-28,2024-12-20,active,2024-05-31,starter,40.81795314512551,monthly,credit_card,False,9,2,2025-03-28,61.49448125632801,False,LATAM,AM47,5,False,False,False,LATAM,sales_led,3
ACC000090,,ORG01279,2024-01-12,2024-12-16,active,2025-04-23,enterprise,1061.7462328226904,monthly,invoice,True,151,45,2026-01-11,66.3254696608926,False,NA,AM9,6,False,True,True,NA,self_serve,2
ACC000091,,ORG02479,2023-03-26,2024-12-22,active,2024-03-21,professional,216.00109052972098,annual,invoice,True,29,21,2025-03-25,85.6290875594382,False,NA,AM50,3,True,False,False,NA,sales_led,0
ACC000092,,ORG01348,2022-10-11,2024-12-26,active,2023-01-07,enterprise,974.1143715683088,annual,credit_card,True,47,18,2023-10-11,65.33448730730514,False,APAC,AM22,2,False,False,False,APAC,sales_led,1
ACC000093,9c481b82-31b1-4b59-ad4b-84066eec8827,ORG01839,2024-11-09,2024-12-23,active,2025-09-07,starter,48.42743955612453,monthly,credit_card,True,6,1,2026-11-09,90.46969479275278,False,EU,AM11,1,False,False,False,EU,self_serve,3
ACC000094,,ORG02220,2024-10-07,2024-12-20,active,2024-12-04,professional,181.41969419262094,annual,credit_card,True,31,16,2026-10-07,75.79222125089025,False,APAC,AM26,1,False,False,False,APAC,self_serve,0
ACC000095,,ORG00539,2022-07-06,2024-12-21,active,2022-12-22,enterprise,863.6820658010796,monthly,credit_card,False,108,82,2024-07-05,95.91317178824494,False,NA,AM1,1,False,True,True,NA,self_serve,1
ACC000096,,ORG00846,2022-04-07,2024-12-12,active,2022-11-26,enterprise,1134.262941938782,annual,credit_card,False,73,21,2024-04-06,63.16289425669818,False,EU,AM9,3,False,False,False,EU,self_serve,2
ACC000097,,ORG02672,2022-08-13,2024-12-22,active,2023-08-28,starter,51.09697572566641,annual,credit_card,True,3,1,2023-08-13,75.8536252512743,False,EU,AM12,5,False,False,False,EU,sales_led,3
ACC000098,,ORG00567,2022-11-10,2024-10-06,churned,2024-12-05,professional,173.3080336705887,annual,credit_card,False,24,13,2024-11-09,16.2900279208967,True,EU,AM8,2,True,False,False,EU,self_serve,1
ACC000099,,ORG02379,2022-11-24,2024-12-12,active,2023-09-01,starter,41.63336710392844,monthly,credit_card,True,3,1,2023-11-24,93.81344674827153,False,EU,AM28,3,True,True,False,EU,self_serve,2
ACC000100,,ORG02217,2024-05-14,2024-12-12,churned,2024-12-22,enterprise,1095.482014633592,annual,credit_card,True,54,10,2026-05-14,35.85613270630515,False,NA,AM37,3,False,True,False,NA,sales_led,1
ACC000101,,ORG02801,2022-05-11,2024-12-20,active,2022-08-02,professional,172.60888853800142,monthly,credit_card,True,39,13,2024-05-10,90.03288837259974,False,APAC,AM48,1,False,False,False,APAC,sales_led,3
ACC000102,067c3a54-4ab9-421e-a8f6-a45939cf0152,ORG03277,2024-02-28,2024-12-12,active,2025-05-26,professional,212.64281561062998,quarterly,invoice,True,13,5,2025-02-27,85.10727907138,False,EU,AM49,2,False,False,False,EU,self_serve,1
ACC000103,,ORG00828,2024-02-21,2024-12-18,active,2024-07-20,enterprise,803.6797629526429,monthly,credit_card,False,118,70,2026-02-20,71.57972337434529,False,NA,AM2,3,False,False,False,NA,sales_led,1
ACC000104,,ORG00565,2024-08-16,2024-12-15,active,2024-09-18,professional,180.95088027878344,monthly,credit_card,True,35,16,2026-08-16,76.13913367511131,False,APAC,AM36,7,True,False,False,APAC,self_serve,2
ACC000105,,ORG01265,2024-12-19,2024-12-16,active,2025-09-23,starter,47.836896620828696,annual,invoice,True,4,3,2025-12-19,93.74821950037355,False,APAC,AM46,0,False,True,False,APAC,sales_led,2
ACC000106,,ORG02820,2023-05-30,2024-11-07,active,2024-06-05,professional,173.36404220496956,monthly,paypal,True,34,27,2025-05-29,64.33330025426993,False,NA,AM33,5,False,False,False,NA,self_serve,1
ACC000107,,ORG02888,2022-01-24,2024-12-18,active,2022-08-03,starter,53.20248053576886,annual,invoice,False,3,2,2023-01-24,98.7319543342218,False,APAC,AM30,3,False,False,False,APAC,self_serve,4
ACC000108,,ORG02145,2022-08-23,2024-12-22,active,2023-01-17,professional,230.25794137517747,monthly,credit_card,False,34,16,2023-08-23,85.22105100805389,False,APAC,AM24,4,False,True,False,APAC,self_serve,2
ACC000109,,ORG00553,2023-07-01,2024-10-28,churned,2024-12-03,starter,49.63305657682467,annual,credit_card,True,9,3,2025-06-30,31.887552569027683,True,LATAM,AM18,0,False,False,False,LATAM,sales_led,2
ACC000110,,ORG01761,2023-11-28,2024-12-20,active,2024-10-09,starter,47.86433961731308,annual,credit_card,True,1,1,2024-11-27,94.68421842243608,False,NA,AM33,1,False,False,False,NA,self_serve,2
ACC000111,,ORG03154,2022-08-17,2024-12-19,active,2023-02-19,starter,40.13601804074215,monthly,credit_card,True,8,8,2024-08-16,82.87404655093269,False,EU,AM1,2,True,False,True,EU,sales_led,4
ACC000112,4cc9be29-3f63-4999-b83e-03ff70396dd4,ORG00594,2023-08-25,2024-12-11,active,2024-10-23,professional,209.72931676951305,monthly,credit_card,True,21,9,2024-08-24,87.8823947953828,False,EU,AM10,2,True,False,False,EU,self_serve,0
ACC000113,,ORG02687,2024-06-09,2024-12-12,active,2024-09-09,professional,200.8208073662562,monthly,credit_card,True,18,14,2025-06-09,64.02879802900586,False,NA,AM39,4,True,True,False,NA,self_serve,2
ACC000114,,ORG02313,2022-11-20,2024-12-13,active,2023-11-19,free,0.0,annual,credit_card,True,5,4,2024-11-19,93.150690257087,False,LATAM,AM15,4,False,False,False,LATAM,self_serve,3
ACC000115,22e197a1-0cdf-45f3-b5dd-30930dacf98a,ORG00647,2024-07-18,2024-12-12,active,2025-05-31,enterprise,1062.952146879175,annual,paypal,True,124,89,2026-07-18,96.57823973855952,False,EU,AM13,4,False,True,False,EU,partner,0
ACC000116,,ORG01300,2022-01-07,2024-12-22,active,2022-07-21,starter,41.21474841874928,annual,invoice,True,5,2,2023-01-07,63.52716351254813,False,EU,AM50,3,False,False,False,EU,sales_led,3
ACC000117,,ORG00277,2023-06-24,2024-12-14,active,2023-10-08,enterprise,1075.0625463873623,monthly,credit_card,True,39,23,2025-06-23,69.01686660862799,False,LATAM,AM24,1,True,False,False,LATAM,partner,2
ACC000118,33f26317-1497-4bd7-a8c0-9fa656cc36b6,ORG02282,2024-10-22,2024-12-12,active,2024-11-27,starter,47.902139015699476,monthly,paypal,True,6,3,2026-10-22,76.31902782635191,False,EU,AM35,4,True,True,False,EU,self_serve,2
ACC000119,,ORG02183,2023-01-01,2024-12-15,active,2024-04-29,free,0.0,quarterly,credit_card,True,5,2,2024-01-01,80.40383737911594,False,APAC,AM15,2,False,True,False,APAC,sales_led,1
ACC000120,,ORG02946,2024-11-05,2024-12-15,active,2025-11-07,enterprise,818.6464120496431,monthly,credit_card,True,174,112,2025-11-05,96.22482320596569,False,NA,AM49,2,False,False,False,NA,self_serve,1
ACC000121,,ORG00484,2022-08-06,2024-10-07,active,2022-10-11,enterprise,950.0072543035362,monthly,credit_card,False,45,21,2023-08-06,99.9514420806938,False,NA,AM33,3,True,False,False,NA,self_serve,2
ACC000122,,ORG00754,2023-09-04,2024-12-24,active,2024-01-24,starter,43.15406581018033,monthly,paypal,True,5,3,2024-09-03,89.84417197605893,False,NA,AM20,3,False,False,False,NA,sales_led,1
ACC000123,,ORG01300,2024-11-05,2024-12-21,active,2026-01-05,professional,179.07610261903494,monthly,credit_card,True,45,33,2025-11-05,89.66200594900478,False,APAC,AM13,3,False,False,False,APAC,self_serve,0
